class,number,section,time,room,prof,enrollment
 POLS 110B - Introduction to Politics and Government ,4741,"011-TUT
Regular",Th 10:30AM - 11:30AM,MACINTOSH-CORRY RM C508,Staff,22
 PSYC 100B - Principles of Psychology ,3409,"032-LAB
Regular",Th 10:30AM - 11:30AM,HUMPHREY RM131,Staff,31
 PSYC 100B - Principles of Psychology ,3438,"061-LAB
Regular",Th 10:30AM - 11:30AM,HUMPHREY RM132,Staff,25
 SOCY 122B - Introduction to Sociology ,1206,"041-TUT
Regular",Th 10:30AM - 11:30AM,KINGSTON RM108,Staff,18
 SOCY 122B - Introduction to Sociology ,1207,"042-TUT
Regular",Th 10:30AM - 11:30AM,KINGSTON RM209,Staff,18
 APSC 100B - Engineering Practice ,3865,"200-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 100B - Engineering Practice ,3863,"201-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 100B - Engineering Practice ,3864,"202-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",73
 APSC 100B - Engineering Practice ,3872,"210-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 100B - Engineering Practice ,3873,"211-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 100B - Engineering Practice ,3874,"212-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",73
 APSC 100B - Engineering Practice ,3882,"306-LAB
Regular","Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Mo 6:30PM - 7:30PM","CHERNOFF RM206A
DUPUIS RM236
STIRLING RM406
STIRLING RM407
DUPUIS AUD","Clapham,Lynann
Clapham,Lynann
Clapham,Lynann
Clapham,Lynann
Clapham,Lynann",75
 APSC 100B - Engineering Practice ,3886,"316-LAB
Regular","Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Mo 6:30PM - 7:30PM","CHERNOFF RM206A
DUPUIS RM236
STIRLING RM406
STIRLING RM407
DUPUIS AUD","Clapham,Lynann
Clapham,Lynann
Clapham,Lynann
Clapham,Lynann
Clapham,Lynann",75
 APSC 102 - Experimentation and measurement ,3947,"306-LAB
Regular","Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Mo 6:30PM - 7:30PM","CHERNOFF RM206A
DUPUIS RM236
STIRLING RM406
STIRLING RM407
DUPUIS AUD","Clapham,Lynann
Clapham,Lynann
Clapham,Lynann
Clapham,Lynann
Clapham,Lynann",75
 APSC 103 - First Year Engineering Design Project ,3953,"200-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 103 - First Year Engineering Design Project ,3966,"201-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 103 - First Year Engineering Design Project ,3967,"202-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",73
 APSC 112 - Electricity And Magnetism ,3845,"207-TUT
Regular","Th 11:30AM - 12:30PM
Th 11:30AM - 12:30PM","JEFFERY RM115
WALTER LIGHT RM212","Staff
Staff",63
 APSC 142 - Intro Computer Program Engrs ,3833,"308-LAB
Regular","Th 11:30AM - 1:30PM
Th 11:30AM - 1:30PM","BEAMISH-MUNRO RM212
BEAMISH-MUNRO RM214","Staff
Staff",71
 APSC 142 - Intro Computer Program Engrs ,3918,"318-LAB
Regular","Th 11:30AM - 1:30PM
Th 11:30AM - 1:30PM","BEAMISH-MUNRO RM212
BEAMISH-MUNRO RM214","Staff
Staff",71
 APSC 174 - Introduction To Linear Algebra ,3771,"203-TUT
Regular",Th 11:30AM - 12:30PM,JEFFERY RM101,Staff,53
 APSC 174 - Introduction To Linear Algebra ,3772,"204-TUT
Regular",Th 11:30AM - 12:30PM,JEFFERY RM225,Staff,54
 APSC 174 - Introduction To Linear Algebra ,3773,"205-TUT
Regular",Th 11:30AM - 12:30PM,JEFFERY RM118,Staff,54
 APSC 174 - Introduction To Linear Algebra ,3800,"213-TUT
Regular",Th 11:30AM - 12:30PM,STIRLING RM401,Staff,51
 APSC 174 - Introduction To Linear Algebra ,3801,"214-TUT
Regular",Th 11:30AM - 12:30PM,STIRLING RM401,Staff,51
 APSC 174 - Introduction To Linear Algebra ,3802,"215-TUT
Regular",Th 11:30AM - 12:30PM,STIRLING RM401,Staff,51
 APSC 200 - Engineering Design & Practice II ,4038,"206-STD
Regular","TuTh 11:30AM - 1:30PM
TuTh 11:30AM - 1:30PM","BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313B","Lai,Yongjun
Lai,Yongjun",48
 ARTH 215 - Renaissance Art and Architecture After 1500 ,1261,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","STIRLING RM A
STIRLING RM A","D'Elia,Una
D'Elia,Una",115
 ARTH 429 - Topics in 19th-century Visual and Material Culture ,5544,"001-SEM
Regular",Th 11:30AM - 2:30PM,ONTARIO RM210,"Morehead,Allison",20
 BCHM 218 - Molecular Biology ,1100,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Allingham,John S,
Ormiston,Mark,
Pennimpede,Tracie
Allingham,John S,
Ormiston,Mark,
Petkovich,Patrick Martin
Allingham,John S,
Ormiston,Mark,
Petkovich,Patrick Martin",450
 BIOL 202 - Diversity of Life II ,6140,"018-LAB
Regular",Th 11:30AM - 2:30PM,BIOSCI RM2311,Staff,20
 BIOL 202 - Diversity of Life II ,6141,"019-LAB
Regular",Th 11:30AM - 2:30PM,BIOSCI RM2312,Staff,18
 BIOL 403 - Frontiers in Cell and Molecular Physiology ,1406,"002-TUT
Regular",Th 11:30AM - 12:30PM,BIOSCI RM3312,"Seroude,Laurent",18
 BMED 894 - Neuroendocrinology ,5610,"001-SEM
Regular",Th 11:30AM - 2:30PM,KINGSTON RM308,"Van Vugt,Dean A",32
 CHEE 332 - Design of Unit Operations ,2288,"002-TUT
Regular",Th 11:30AM - 12:30PM,ELLIS RM321,"Docoslis,Aristides,
Kontopoulou,Marianna",55
 CHEE 484 - Bioremediation ,2325,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","KINGSTON RM200
KINGSTON RM200
KINGSTON RM200","Ramsay,Juliana
Ramsay,Juliana
Ramsay,Juliana",43
 CHEM 425 - Self Assembly and Materials ,2743,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","CHERNOFF RM211
CHERNOFF RM211
CHERNOFF RM211","Liu,Guojun
Liu,Guojun
Liu,Guojun",27
 CHIN 200B - Introductory Mandarin Chinese II ,4232,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","KINGSTON RM108
KINGSTON RM108
KINGSTON RM108","Bai,Xuelin
Bai,Xuelin
Bai,Xuelin",16
 CISC 101 - Elements of Computing Science ,3481,"002-LAB
Regular",Th 11:30AM - 1:30PM,JEFFERY RM155,Staff,37
 CIVL 372 - Water and Wastewater ,1851,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","BIOSCI RM1102
BIOSCI RM1102
BIOSCI RM1102","Anderson,Bruce C
Anderson,Bruce C
Anderson,Bruce C",103
 CIVL 431 - Infrastructure Rehabilitation ,1855,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Hoult,Neil
Hoult,Neil
Hoult,Neil",63
" CLST 314 - Doctor, Bloodletter, Surgeon: The Beginnings of Western Medicine ",1798,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","JOHN WATSON RM217
JOHN WATSON RM217","Lehoux,Daryn R
Lehoux,Daryn R",55
 COMM 112 - Intro To Management Accounting ,3612,"002-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","GOODES RM118
GOODES RM118","Hou,Yu
Hou,Yu",83
 COMM 132 - Marketing II ,3739,"003-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","GOODES RM141
GOODES RM141","Brower,Jacob
Brower,Jacob",82
 COMM 162 - Managerial Statistics ,3630,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","GOODES RM151
GOODES RM151","Levina,Tatsiana
Levina,Tatsiana",74
 COMM 162 - Managerial Statistics ,3633,"004-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","GOODES RM153
GOODES RM153","Sephton,Peter S
Sephton,Peter S",81
 COMM 323 - Corporate Financial Planning ,3743,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","GOODES RM 101
GOODES RM 101","Cannon,William T
Cannon,William T",31
 COMM 333 - Marketing Strategy ,3706,"002-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","GOODES RM102
GOODES RM102","Drummond,Peter
Grant,Annetta",52
 COMM 351 - Leadership ,3692,"002-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","GOODES RM 103
GOODES RM 103","Phelan,John
Phelan,John",54
 COMM 353 - Managing Across Cultures ,3709,"002-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","GOODES RM304
GOODES RM304","Roy,Jean-Paul
Roy,Jean-Paul",54
" DEVS 100B - Canada and the ""Third World"" ",1886,"009-TUT
Regular",Th 11:30AM - 12:30PM,ELLIS RM319,Staff,20
 DEVS 311 - Labour and Global Development ,2332,"001-LEC
Regular",Th 11:30AM - 1:30PM,JEFFERY RM128,"Taylor,Marcus",82
 DRAM 100B - Introduction to the Theatre ,2362,"010-LAB
Regular",Th 11:30AM - 1:00PM,THEOLOGICAL RM106,Staff,0
 DRAM 200B - Theatre History & Literature I ,2352,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","THEOLOGICAL RM102
THEOLOGICAL RM102","Walker,Craig S
Walker,Craig S",63
 DRAM 300B - Theatre History & Literature !! ,2375,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","IBCPA RM329
IBCPA RM329","Rewa,Natalie
Rewa,Natalie",48
 ECON 212 - Microeconomic Theory I ,1964,"002-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","BIOSCI RM1103
BIOSCI RM1103","Watt,Jennifer Anne
Watt,Jennifer Anne",86
 ECON 262 - Labour Market and Gender Differences ,1962,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","DUNNING RM11
DUNNING RM11","Stewart,Arthur E
Stewart,Arthur E",80
 ECON 430 - Issues in Economic History ,5542,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","DUNNING RM10
DUNNING RM10","Jaworski,Taylor
Jaworski,Taylor",27
 ECON 831 - Issues in North American Economic History ,5543,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","DUNNING RM10
DUNNING RM10","Jaworski,Taylor
Jaworski,Taylor",27
 ECON 840 - Public Economics I ,5782,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","TBA
TBA","Cotton,Christopher
Cotton,Christopher",17
 ELEC 210 - Intro Elec Circuits & Machines ,3548,"006-LAB
Regular","Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM","BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314","Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar",39
 ELEC 210 - Intro Elec Circuits & Machines ,3551,"009-LAB
Regular","Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM
Th 11:30AM - 2:30PM","BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314","Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar
Iqbal,Umar",32
 ELEC 270 - Discrete Mathematics with Computer Engineering App ,3555,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
We 11:30AM - 12:30PM","KINES & HLTH RM100
KINES & HLTH RM100
KINES & HLTH RM100","Rudie,Karen
Rudie,Karen
Rudie,Karen",100
 ELEC 373 - Computer Networks I ,4978,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","KINGSTON RM101
KINGSTON RM101
KINGSTON RM101","Oni,Phillip Babatunde
Oni,Phillip Babatunde
Oni,Phillip Babatunde",134
 ELEC 457 - Analog Ic Circuits & Systems ,4991,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Saavedra,Carlos E
Saavedra,Carlos E
Saavedra,Carlos E",26
 ENCH 245 - Applied Organic Chemistry I ,2725,"001-LEC
Regular","Tu 3:30PM - 4:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","DUPUIS AUD
DUPUIS AUD
DUPUIS AUD","Carran,John,
Vlahakis,Jason Zaharias
Carran,John,
Vlahakis,Jason Zaharias
Carran,John,
Vlahakis,Jason Zaharias",120
 ENCH 425 - Self Assembly & Materials ,2753,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","CHERNOFF RM211
CHERNOFF RM211
CHERNOFF RM211","Liu,Guojun
Liu,Guojun
Liu,Guojun",26
 ENGL 100B - Introduction to Literary Study ,1987,"002-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM","WALTER LIGHT RM205
WALTER LIGHT RM205","Straker,Scott-Morgan
Straker,Scott-Morgan",162
 ENGL 360B - Modern Literature ,2028,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","NICOL RM321
NICOL RM321","Moore,Jessica Muriel
Moore,Jessica Muriel",59
 ENGL 461 - Topics in Modern/Contemporary British Literature I ,2036,"001-SEM
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","MACINTOSH-CORRY RM D214
MACINTOSH-CORRY RM D214","Rae,Patricia M
Rae,Patricia M",19
 ENGL 482 - Topics in Indigenous Literature II ,2042,"001-SEM
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","MACINTOSH-CORRY RM D326
MACINTOSH-CORRY RM D326","Macfarlane,Heather C
Macfarlane,Heather C",20
 ENPH 225 - Mechanics ,4715,"001-LEC
Regular","Mo 5:30PM - 6:30PM
Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM","STIRLING RM C
STIRLING RM C
STIRLING RM C","Abdelqader,Majd
Staff
Staff",76
 ENPH 321 - Advanced Mechanics ,4700,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Lake,Kayll W
Lake,Kayll W
Lake,Kayll W",35
" FILM 110B - Film, Culture and Communication ",2072,"002-TUT
Regular",Th 11:30AM - 1:00PM,JEFFERY RM110,Staff,24
" FILM 110B - Film, Culture and Communication ",2073,"003-TUT
Regular",Th 11:30AM - 1:00PM,ONTARIO RM207,Staff,24
" FILM 110B - Film, Culture and Communication ",2074,"004-TUT
Regular",Th 11:30AM - 1:00PM,ELLIS RM218,Staff,23
" FILM 110B - Film, Culture and Communication ",2075,"005-TUT
Regular",Th 11:30AM - 1:00PM,KINGSTON RM204,Staff,23
" FILM 110B - Film, Culture and Communication ",2082,"006-TUT
Regular",Th 11:30AM - 1:00PM,MACINTOSH-CORRY RM D216,Staff,25
" FILM 110B - Film, Culture and Communication ",2085,"007-TUT
Regular",Th 11:30AM - 1:00PM,KINGSTON RM205,Staff,24
 FILM 250B - Fundamentals of Media Production ,2337,"005-LAB
Regular","Th 11:30AM - 1:00PM
Th 11:30AM - 1:00PM","IBCPA RM118
IBCPA RM336","Staff
Staff",15
" FILM 368 - Animation Criticism, Theory, Practics ",2208,"001-LEC
Regular",Th 11:30AM - 2:30PM,IBCPA RM342,"Leeming,Frances A",24
" FILM 400 - Special Topics in Film, Media, and Cultural Studies ",2169,"002-LAB
Regular",Th 11:30AM - 2:30PM,IBCPA RM 307,"Kibbins,Gary",19
 FREN 150B - Français intermédiaire ,2506,"003-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","CHERNOFF RM213
CHERNOFF RM213","Rouget,Francois
Rouget,Francois",44
 FREN 250 - Grammaire avancée ,2552,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","ELLIS RM333
ELLIS RM333","Dufresne,Monique
Dufresne,Monique",63
 GEOE 249 - Geophysical Char Of The Earth ,4098,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","MILLER RM201
MILLER RM201
MILLER RM201","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",56
 GEOE 345 - Site Investigation & Geological Engineering Design ,5451,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","MILLER RM210
MILLER RM210
MILLER RM210","Fotopoulos,Georgia
Fotopoulos,Georgia
Fotopoulos,Georgia",31
 GEOL 249 - Geophysical Characterization of the Earth ,4058,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","MILLER RM201
MILLER RM201
MILLER RM201","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",56
 GEOL 269 - Physics of the Earth ,4060,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","MILLER RM201
MILLER RM201
MILLER RM201","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",56
" GNDS 125 - Gender, Race and Popular Culture ",2608,"012-TUT
Regular",Th 11:30AM - 12:30PM,MACINTOSH-CORRY RM E229,Staff,20
" GNDS 125 - Gender, Race and Popular Culture ",2609,"013-TUT
Regular",Th 11:30AM - 12:30PM,ONTARIO RM206,Staff,21
" GNDS 125 - Gender, Race and Popular Culture ",2610,"014-TUT
Regular",Th 11:30AM - 12:30PM,ONTARIO RM209,Staff,19
" GNDS 125 - Gender, Race and Popular Culture ",2611,"015-TUT
Regular",Th 11:30AM - 12:30PM,KINGSTON RM208,Staff,21
" GNDS 125 - Gender, Race and Popular Culture ",2612,"016-TUT
Regular",Th 11:30AM - 12:30PM,MACINTOSH-CORRY RM E230,Staff,20
" GNDS 125 - Gender, Race and Popular Culture ",2613,"017-TUT
Regular",Th 11:30AM - 12:30PM,KINES & HLTH RM107,Staff,20
 GNDS 215 - Introduction to Sexual and Gender Diversity ,2617,"001-LEC
Regular",Th 11:30AM - 1:30PM,HUMPHREY AUD,"Houghtaling,Melissa",126
 GPHY 102 - Earth System Science ,2880,"003-TUT
Regular",Th 11:30AM - 12:30PM,MACINTOSH-CORRY RM E104,"Danby,Ryan,
Lamoureux,Scott",30
 GPHY 304 - Arctic and Periglacial Environments ,2874,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","DUNNING RM14
DUNNING RM14
DUNNING RM14","Lamoureux,Scott
Lamoureux,Scott
Lamoureux,Scott",134
 HIST 124B - Canada in the World ,6213,"006-SEM
Regular",Th 11:30AM - 1:00PM,MACINTOSH-CORRY RM A311,Staff,28
 HIST 339 - Jews Without Judaism ,2780,"001-SEM
Regular",Th 11:30AM - 2:30PM,MACINTOSH-CORRY RM D122,"Dueck,Gordon B",20
 HIST 390B - Topics in History ,2916,"004-SEM
Regular",Th 11:30AM - 2:30PM,KINGSTON RM210,"Tait,Jackson Edmund",8
 JAPN 200B - Introductory Japanese II ,4270,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","STIRLING RM412C
STIRLING RM412C
STIRLING RM412C","Takeuchi-Aoki,Keiko
Takeuchi-Aoki,Keiko
Takeuchi-Aoki,Keiko",13
 KNPE 254 - Biomechanical Analysis of Human Movement ,5078,"003-TUT
Regular","Th 11:30AM - 12:30PM
Th 11:30AM - 12:30PM","KINES & HLTH RM202
KINES & HLTH RM203","Staff
Staff",26
 KNPE 346B - Strength and Conditioning Field Placement ,4183,"001-PRA
Regular",Th 11:30AM - 12:30PM,KINES & HLTH RM106,"Torcolacci,Melody",18
" KNPE 436 - Advanced Internship in Exercise, Disability and Aging ",5674,"002-LAB
Regular",Th 11:30AM - 12:30PM,KINES & HLTH RM104,"McCalpin,Michelle Erma",13
 KNPE 446B - Strength and Conditioning Internship ,4207,"001-PRA
Regular",Th 11:30AM - 12:30PM,KINES & HLTH RM106,"Torcolacci,Melody",18
 LAW 171B - Criminal Law ,1541,"001-LEC
Law","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","MACDONALD RM201
MACDONALD RM3","Kerr,Lisa Coleen
Kerr,Lisa Coleen",52
 LAW 172B - Criminal Law ,1496,"001-LEC
Law","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","MACDONALD RM202
MACDONALD RM2","Robinson,Darryl E
Robinson,Darryl E",55
 LAW 173B - Criminal Law ,1548,"001-LEC
Law","Tu 11:30AM - 1:00PM
Th 11:30AM - 1:00PM","MACDONALD RM3
MACDONALD RM4","Stuart,Donald R
Stuart,Donald R",48
 LAW 532 - Aboriginal Law ,1488,"001-SEM
Law",Th 11:30AM - 2:30PM,MACDONALD RM211,"Choquette,Hugo Yvon Denis",24
 LAW 540 - Public International Law ,1752,"001-LEC
Law",Th 11:30AM - 2:30PM,MACDONALD RM201,"Aiken,Sharry J",16
 LAW 614 - Mergers & Acquisitions ,1758,"001-LEC
Law",Th 11:30AM - 2:30PM,MACDONALD RM202,Staff,53
 LAW 832 - Aboriginal Law ,2315,"001-LEC
Law",Th 11:30AM - 2:30PM,MACDONALD RM211,"Choquette,Hugo Yvon Denis",24
 LLCU 110 - Linguistics Diversity and Identity ,5103,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","CHERNOFF AUD
CHERNOFF AUD","Bjorkman,Bronwyn
Bjorkman,Bronwyn",150
 MATH 110B - Linear Algebra ,4312,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","KINGSTON RM201
KINGSTON RM201
KINGSTON RM201","Roth,Mike A
Roth,Mike A
Roth,Mike A",148
 MATH 111B - Linear Algebra ,4315,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Taylor,Peter D
Taylor,Peter D
Taylor,Peter D",257
 MATH 112 - Introduction to Linear Algebra ,4316,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Deng,Yanxia
Deng,Yanxia
Deng,Yanxia",222
 MATH 228 - Complex Analysis ,4351,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","JEFFERY RM127
JEFFERY RM127
JEFFERY RM127","Krone,Robert
Krone,Robert
Krone,Robert",99
 MECH 841 - Net-Zero Energy Buildings and Communities ,6451,"001-SEM
Regular","Tu 1:30PM - 3:00PM
Th 11:30AM - 1:00PM","MCLAUGHLIN RM306
STIRLING RM412B","Staff
Staff",5
 MICR 320 - Microbial Pathogenesis ,1088,"002-TUT
Regular",Th 11:30AM - 12:30PM,MCLAUGHLIN RM306,"Martin,Nancy L",50
 MICR 461 - Advanced Immunology ,1080,"002-SEM
Regular",Th 11:30AM - 1:30PM,BOTTER RM B129,"Basta,Sameh,
Ellis,Anne K,
Gee,Katrina,
Szewczuk,Myron R,
Tayade,Chandrakant",36
 MINE 325 - Applied Rock Mechanics ,5244,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","DUNNING RM27
DUNNING RM27
DUNNING RM27","Archibald,James F
Archibald,James F
Archibald,James F",36
 MINE 818 - Rock Mechanics ,5308,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","DUNNING RM27
DUNNING RM27
DUNNING RM27","Archibald,James F
Archibald,James F
Archibald,James F",36
 MTHE 228 - Complex Analysis ,4395,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","JEFFERY RM127
JEFFERY RM127
JEFFERY RM127","Krone,Robert
Krone,Robert
Krone,Robert",99
 MUSC 205 - Mediaeval and Renaissance Music ,4528,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Colpa,Alexander
Colpa,Alexander
Colpa,Alexander",42
 MUSC 399 - Tonal Counterpoint ,5124,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","HARRISON-LECAINE RM120
HARRISON-LECAINE RM120","Burge,John David Bryson
Burge,John David Bryson",11
 NURS 202 - Health Assessment ,5191,"003-LAB
Regular",Th 11:30AM - 1:30PM,CATARAQUI  RM221 SIM LAB,Staff,52
 PHGY 494 - Neuroendocrinology ,1073,"001-SEM
Regular",Th 11:30AM - 2:30PM,KINGSTON RM308,"Van Vugt,Dean A",32
 PHIL 151 - Great Works of Philosophy ,5218,"002-TUT
Regular",Th 11:30AM - 12:30PM,MACINTOSH-CORRY RM A309,Staff,29
 PHIL 802 - Moral Philosophy I ,5683,"001-LEC
Regular",Th 11:30AM - 1:30PM,JOHN WATSON RM122,Staff,17
 PHYS 212 - Waves and Vibrations ,4658,"001-LEC
Regular","Mo 1:30PM - 2:30PM
Th 11:30AM - 12:30PM","STIRLING RM414
STIRLING RM414","McLean,Alastair B
McLean,Alastair B",44
