class,number,section,time,room,prof,enrollment
 MUSC 127B - Ear Training and Sight Singing I ,4519,"001-LAB
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Tormann,Cynthia
Tormann,Cynthia
Tormann,Cynthia",30
 NSCI 324 - Systems Neuroscience ,1136,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Th 8:30AM - 9:30AM
Fr 10:30AM - 11:30AM","STIRLING RM A
STIRLING RM A
STIRLING RM A","Ferguson,Alastair V,
Munoz,Douglas Perry,
Scott,Stephen H
Ferguson,Alastair V,
Munoz,Douglas Perry,
Scott,Stephen H
Ferguson,Alastair V,
Munoz,Douglas Perry,
Scott,Stephen H",73
 PHIL 115B - Fundamental Questions ,5214,"004-TUT
Regular",Fr 10:30AM - 11:30AM,BOTTER RM B148,"Davies,Jacqueline M",23
 POLS 110B - Introduction to Politics and Government ,4731,"001-LEC
Regular","Tu 9:30AM - 10:30AM
Fr 10:30AM - 11:30AM","DUNNING AUD
DUNNING AUD","Lister,Andrew D
Lister,Andrew D",326
 POLS 264 - World Politics in Historical Perspective ,5176,"002-TUT
Regular",Fr 10:30AM - 11:30AM,MACINTOSH-CORRY RM C508,Staff,25
 PROF 410B - Theory and Professional Practice (PJ) ,2582,"010-LEC
Education","Fr 11:00AM - 12:30PM
Fr 12:45PM - 2:45PM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM
Fr 10:30AM - 1:00PM
Fr 10:30AM - 1:00PM","DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR GYM
DUNCAN MCARTHUR GYM","Mulrooney,Shelley
Mulrooney,Shelley
Mulrooney,Shelley
Mulrooney,Shelley
Mulrooney,Shelley
Mulrooney,Shelley",23
 PT 856 - Neuromotor Function I ,5027,"002-TUT
Regular",Fr 10:30AM - 12:00PM,ACTON RM21,Staff,71
 PROF 410B - Theory and Professional Practice (PJ) ,2573,"001-LEC
Education","Fr 11:00AM - 12:30PM
Fr 8:30AM - 10:30AM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A242
DUNCAN MCARTHUR RM A242
DUNCAN MCARTHUR RM A242
DUNCAN MCARTHUR RM A242","Christou,Aglaia Glenda
Christou,Aglaia Glenda
Christou,Aglaia Glenda
Christou,Aglaia Glenda",13
 PROF 410B - Theory and Professional Practice (PJ) ,2574,"002-LEC
Education","Fr 11:00AM - 12:30PM
Fr 8:30AM - 10:30AM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A234
DUNCAN MCARTHUR RM A234
DUNCAN MCARTHUR RM A234
DUNCAN MCARTHUR RM A234","Martin,Andrea K
Martin,Andrea K
Martin,Andrea K
Martin,Andrea K",16
 PROF 410B - Theory and Professional Practice (PJ) ,2575,"003-LEC
Education","Fr 11:00AM - 12:30PM
Fr 8:30AM - 10:30AM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A239
DUNCAN MCARTHUR RM A239
DUNCAN MCARTHUR RM A239
DUNCAN MCARTHUR RM A239","Champagne,Linda
Champagne,Linda
Champagne,Linda
Champagne,Linda",19
 PROF 410B - Theory and Professional Practice (PJ) ,2576,"004-LEC
Education","Fr 11:00AM - 12:30PM
Fr 8:30AM - 10:30AM
Fr 11:00AM - 12:00PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A227W
DUNCAN MCARTHUR RM A227W
DUNCAN MCARTHUR RM A227W
DUNCAN MCARTHUR RM A227W","East,Jim
East,Jim
East,Jim
East,Jim",22
 PROF 410B - Theory and Professional Practice (PJ) ,2577,"005-LEC
Education","Fr 11:00AM - 12:30PM
Fr 8:30AM - 10:30AM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A241
DUNCAN MCARTHUR RM A241
DUNCAN MCARTHUR RM A241
DUNCAN MCARTHUR RM A241","Field,Caroline
Field,Caroline
Field,Caroline
Field,Caroline",17
 PROF 410B - Theory and Professional Practice (PJ) ,2578,"006-LEC
Education","Fr 11:00AM - 12:30PM
Fr 12:45PM - 2:45PM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A333
DUNCAN MCARTHUR RM A333
DUNCAN MCARTHUR RM A333
DUNCAN MCARTHUR RM A333","Gough,George
Gough,George
Gough,George
Gough,George",23
 PROF 410B - Theory and Professional Practice (PJ) ,2579,"007-LEC
Education","Fr 11:00AM - 12:30PM
Fr 12:45PM - 2:45PM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A240
DUNCAN MCARTHUR RM A240
DUNCAN MCARTHUR RM A240
DUNCAN MCARTHUR RM A240","Merkley,Margaret
Merkley,Margaret
Merkley,Margaret
Merkley,Margaret",18
 PROF 410B - Theory and Professional Practice (PJ) ,2580,"008-LEC
Education","Fr 11:00AM - 12:30PM
Fr 12:45PM - 2:45PM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNMCAN MCARTHUR RM B307
DUNMCAN MCARTHUR RM B307
DUNMCAN MCARTHUR RM B307
DUNMCAN MCARTHUR RM B307","Petrick,Robert
Petrick,Robert
Petrick,Robert
Petrick,Robert",15
 PROF 410B - Theory and Professional Practice (PJ) ,2581,"009-LEC
Education","Fr 11:00AM - 12:30PM
Mo 1:30PM - 3:30PM
Fr 12:45PM - 2:45PM
Fr 11:00AM - 12:30PM","DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180","Rodgers,Barbara
Rodgers,Barbara
Rodgers,Barbara
Rodgers,Barbara",16
 PROF 410B - Theory and Professional Practice (PJ) ,2582,"010-LEC
Education","Fr 11:00AM - 12:30PM
Fr 12:45PM - 2:45PM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM
Fr 10:30AM - 1:00PM
Fr 10:30AM - 1:00PM","DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR GYM
DUNCAN MCARTHUR GYM","Mulrooney,Shelley
Mulrooney,Shelley
Mulrooney,Shelley
Mulrooney,Shelley
Mulrooney,Shelley
Mulrooney,Shelley",23
 PROF 410B - Theory and Professional Practice (PJ) ,2583,"011-LEC
Education","Fr 11:00AM - 12:30PM
Fr 12:45PM - 2:45PM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM342A
DUNCAN MCARTHUR RM342A
DUNCAN MCARTHUR RM342A
DUNCAN MCARTHUR RM342A","Belanger,Laurel
Belanger,Laurel
Belanger,Laurel
Belanger,Laurel",17
 PROF 410B - Theory and Professional Practice (PJ) ,5756,"012-LEC
Education","Fr 11:00AM - 12:30PM
Fr 12:45PM - 2:45PM
Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A236
DUNCAN MCARTHUR RM A236
DUNCAN MCARTHUR RM A236
DUNCAN MCARTHUR RM A236","Browne,Peggy
Browne,Peggy
Browne,Peggy
Browne,Peggy",16
 PROF 410B - Theory and Professional Practice (PJ) ,5757,"013-LEC
Education","Fr 11:00AM - 12:30PM
Mo 11:00AM - 12:30PM
Fr 11:00AM - 12:30PM
Fr 11:00AM - 12:30PM","DUNCAN MCARTHUR RM A334
DUNCAN MCARTHUR RM A334
DUNCAN MCARTHUR RM A334
DUNCAN MCARTHUR RM A334","Valiquette,Adelina
Valiquette,Adelina
Valiquette,Adelina
Valiquette,Adelina",11
 APSC 100B - Engineering Practice ,3865,"200-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 100B - Engineering Practice ,3863,"201-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 100B - Engineering Practice ,3864,"202-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",73
 APSC 100B - Engineering Practice ,3869,"206-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",75
 APSC 100B - Engineering Practice ,3870,"207-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",76
 APSC 100B - Engineering Practice ,3871,"208-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",76
 APSC 100B - Engineering Practice ,3955,"209-STD
Regular","Mo 11:30AM - 2:30PM
Fr 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",43
 APSC 100B - Engineering Practice ,3872,"210-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 100B - Engineering Practice ,3873,"211-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 100B - Engineering Practice ,3874,"212-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",73
 APSC 100B - Engineering Practice ,3878,"216-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",75
 APSC 100B - Engineering Practice ,3879,"217-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",76
 APSC 100B - Engineering Practice ,3880,"218-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",76
 APSC 103 - First Year Engineering Design Project ,3953,"200-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 103 - First Year Engineering Design Project ,3966,"201-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",74
 APSC 103 - First Year Engineering Design Project ,3967,"202-STD
Regular","Fr 11:30AM - 2:30PM
Th 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",73
 APSC 103 - First Year Engineering Design Project ,3971,"206-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",75
 APSC 103 - First Year Engineering Design Project ,3972,"207-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",76
 APSC 103 - First Year Engineering Design Project ,3973,"208-STD
Regular","Fr 11:30AM - 2:30PM
Th 8:30AM - 10:30AM","TBA
TBA","Staff
Staff",76
 APSC 103 - First Year Engineering Design Project ,6226,"209-STD
Regular","Mo 11:30AM - 2:30PM
Fr 11:30AM - 1:30PM","TBA
TBA","Staff
Staff",43
 APSC 132 - Chemistry and its Applications ,3851,"203-TUT
Regular",Fr 11:30AM - 12:30PM,KINGSTON RM200,Staff,55
 APSC 142 - Intro Computer Program Engrs ,3830,"305-LAB
Regular","Fr 11:30AM - 1:30PM
Fr 11:30AM - 1:30PM","BEAMISH-MUNRO RM212
BEAMISH-MUNRO RM214","Staff
Staff",73
 APSC 142 - Intro Computer Program Engrs ,3915,"315-LAB
Regular","Fr 11:30AM - 1:30PM
Fr 11:30AM - 1:30PM","BEAMISH-MUNRO RM212
BEAMISH-MUNRO RM214","Staff
Staff",73
 BIOL 103 - Introductory Biology of Organisms ,1288,"002-LEC
Regular","We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM
Mo 1:30PM - 2:30PM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Chippindale,Adam,
Walker,Virginia Katrina
Chippindale,Adam,
Walker,Virginia Katrina
Chippindale,Adam,
Walker,Virginia Katrina",414
 BIOL 206 - Evolutionary Genetics ,1312,"006-LAB
Regular",Fr 11:30AM - 2:30PM,BIOSCI RM3326,Staff,18
 BIOL 206 - Evolutionary Genetics ,1313,"007-LAB
Regular",Fr 11:30AM - 2:30PM,BIOSCI RM3319,Staff,14
 BIOL 322 - Environmental Physiology of Animals ,1322,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","BOTTER RM B143
BOTTER RM B143
BOTTER RM B143","Wang,Yuxiang S
Wang,Yuxiang S
Wang,Yuxiang S",62
 BIOL 422 - Conservation Biology ,1769,"003-TUT
Regular",Fr 11:30AM - 2:30PM,BIOSCI RM2111,"Friesen,Victoria L",14
 BIOL 445 - Neuroethology ,1779,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","BIOSCI RM1120
BIOSCI RM1120
BIOSCI RM1120","Robertson,Robert Meldrum
Robertson,Robert Meldrum
Robertson,Robert Meldrum",13
 BIOL 502 - Plant Cell Responses to Environmental Stress ,1783,"001-SEM
Regular",Fr 11:30AM - 2:30PM,BIOSCI RM3112,"Monaghan,Jacqueline",7
 BMED 849 - Principles of General Pharmacology II ,5601,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Philbrook,Nicola Anne,
Pruss,Cynthia,
Reynolds,James N
Philbrook,Nicola Anne,
Pruss,Cynthia,
Reynolds,James N
Philbrook,Nicola Anne,
Pruss,Cynthia,
Reynolds,James N",66
 CHEE 331 - Design of Unit Operations ,2285,"001-LEC
Regular","We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM
Tu 11:30AM - 12:30PM
Fr 11:30AM - 12:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A
STIRLING RM A","Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna",126
 CHEE 332 - Design of Unit Operations ,2287,"001-LEC
Regular","We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM
Tu 11:30AM - 12:30PM
Fr 11:30AM - 12:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A
STIRLING RM A","Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna",126
 CHEE 333 - Design of Unit Operations ,2296,"001-LEC
Regular","We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM
Tu 11:30AM - 12:30PM
Fr 11:30AM - 12:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A
STIRLING RM A","Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna",126
 CHEE 434 - Process Control II ,2324,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","DUPUIS RM311
DUPUIS RM311
DUPUIS RM311","Guay,Martin
Guay,Martin
Guay,Martin",15
 CHEE 821 - Process Control II ,5655,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","DUPUIS RM311
DUPUIS RM311
DUPUIS RM311","Guay,Martin
Guay,Martin
Guay,Martin",15
 CHEM 282 - General Organic Chemistry II ,5474,"002-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD","Carran,John
Carran,John
Carran,John",214
 CISC 324 - Operating Systems ,3493,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","JEFFERY RM128
JEFFERY RM128
JEFFERY RM128","Blostein,Dorothea
Blostein,Dorothea
Blostein,Dorothea",103
 CISC 471 - Computational Biology ,3506,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","GOODWIN RM247
GOODWIN RM247
GOODWIN RM247","Rappaport,David H
Rappaport,David H
Rappaport,David H",17
 CIVL 471 - Subsurface Contamination ,1842,"002-TUT
Regular",Fr 11:30AM - 1:30PM,DUNNING RM12,"Kueper,Bernard H",83
 CMPE 324 - Operating Systems ,3529,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","JEFFERY RM128
JEFFERY RM128
JEFFERY RM128","Blostein,Dorothea
Blostein,Dorothea
Blostein,Dorothea",103
 CMPE 471 - Computational Biology ,3533,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","GOODWIN RM247
GOODWIN RM247
GOODWIN RM247","Rappaport,David H
Rappaport,David H
Rappaport,David H",17
 COGS 201 - Cognition and Computation ,4260,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","DUNNING RM10
DUNNING RM10
DUNNING RM10","Zulkernine,Farhana
Zulkernine,Farhana
Zulkernine,Farhana",24
 COMM 104 - Business Ethics And C S R ,3609,"003-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","GOODES RM153
GOODES RM153","Friesen,Constance
Friesen,Constance",82
 COMM 104 - Business Ethics And C S R ,3610,"005-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","GOODES RM151
GOODES RM151","Humphreys Blake,Karen
Humphreys Blake,Karen",83
 COMM 131 - Introduction To Marketing ,3666,"006-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","GOODES RM141
GOODES RM141","Robitaille,Nicole
Robitaille,Nicole",82
 COMM 151 - Organizational Behaviour ,3626,"002-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","GOODES RM118
GOODES RM118","Miners,Christopher
Miners,Christopher",83
 COMM 309 - Real Estate Management ,3687,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","GOODES RM304
GOODES RM304","Andrew,John
Andrew,John",43
 COMM 318 - Accounting Theory ,3694,"003-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","GOODES RM102
GOODES RM102","Hussan,Sameera
Hussan,Sameera",21
 COMM 414 - Management Control ,3720,"002-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","GOODES RM 101
GOODES RM 101","McConomy,David
McConomy,David",51
 COMM 495 - Project Management ,3684,"002-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","GOODES RM 103
GOODES RM 103","Staples,Sandy D
Staples,Sandy D",45
 DRAM 251 - Playwriting and Dramaturgy I ,2367,"001-PRA
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","THEOLOGICAL RM102
THEOLOGICAL RM102","Lazarus,John S
Lazarus,John S",22
 ECON 280 - Population and Economic Change ,1971,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","ELLIS RM321
DUPUIS RM217","Hageman,Anya P
Hageman,Anya P",80
 ECON 322 - Financial Markets and Risk Management ,1972,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","KINES & HLTH RM100
KINES & HLTH RM100","Koeppl,Thorsten Volker
Koeppl,Thorsten Volker",92
 ELEC 210 - Intro Elec Circuits & Machines ,3546,"004-TUT
Regular",Fr 11:30AM - 12:30PM,KINGSTON RM101,"Bakhshai,Alireza",115
 ELEC 390 - Elec & Computer Eng. Design ,3572,"001-LEC
Regular",Fr 11:30AM - 12:30PM,KINGSTON RM201,"Fang,Peng",132
 ELEC 436 - Electric Machines And Control ,4981,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","ELLIS RM327
ELLIS RM327
ELLIS RM327","Liu,Yan-Fei
Liu,Yan-Fei
Liu,Yan-Fei",34
 ENGL 100B - Introduction to Literary Study ,1990,"005-TUT
Regular",Fr 11:30AM - 12:30PM,MACINTOSH-CORRY RM A309,Staff,27
 ENGL 100B - Introduction to Literary Study ,1997,"012-TUT
Regular",Fr 11:30AM - 12:30PM,JEFFERY RM116,Staff,24
 ENGL 100B - Introduction to Literary Study ,2004,"019-TUT
Regular",Fr 11:30AM - 12:30PM,BIOSCI RM2109,Staff,24
 ENGL 290 - Seminar in Literature Interpretation ,2020,"003-SEM
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","KINGSTON RM208
KINGSTON RM208","Varadharajan,Asha
Varadharajan,Asha",25
 ENGL 321B - Renaissance Poetry and Prose ,2024,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","DUNNING RM27
DUNNING RM27","Dujardin,Gwynn,
Weinberg,Erin
Dujardin,Gwynn,
Weinberg,Erin",59
 ENGL 467 - Topics in Modern/Contemporary Canadian Literature II ,2040,"001-SEM
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","THEOLOGICAL RM209
THEOLOGICAL RM209","Murray,Laura J
Murray,Laura J",17
 ENPH 253 - Engineering Physics Laboratory ,4718,"001-LAB
Regular","We 11:30AM - 2:30PM
We 11:30AM - 2:30PM
We 11:30AM - 2:30PM
We 11:30AM - 2:30PM
Fr 11:30AM - 2:30PM
Fr 11:30AM - 2:30PM
Fr 11:30AM - 2:30PM
Fr 11:30AM - 2:30PM","STIRLING RM402
STIRLING RM403
STIRLING RM404
TBA
STIRLING RM402
STIRLING RM403
STIRLING RM404
STIRLING RM405","Topper,Anne
Topper,Anne
Topper,Anne
Topper,Anne
Topper,Anne
Topper,Anne
Topper,Anne
Topper,Anne",67
 ENPH 372 - Thermodynamics ,4724,"002-TUT
Regular",Fr 11:30AM - 12:30PM,JEFFERY RM101,Staff,52
 ENPH 472 - Statistical Mechanics ,4729,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Gooding,Robert James
Gooding,Robert James
Gooding,Robert James",13
 ENSC 320 - Wildlife Issues in a Changing World ,2049,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Danby,Ryan
Danby,Ryan",99
 FILM 460 - Major Project ,2217,"002-LAB
Regular","Fr 11:30AM - 2:30PM
Fr 11:30AM - 2:30PM","IBCPA RM 307
IBCPA RM329","Staff
Staff",26
 FREN 150B - Français intermédiaire ,2507,"004-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","ELLIS RM333
STIRLING RM414","Reyes,Michael C
Reyes,Michael C",42
 FREN 230 - Analyse textuelle et étude de la langue ,2551,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","JEFFERY RM101
ELLIS RM333","Fiore,Francesca
Fiore,Francesca",40
 GEOE 319 - Applied Geophysics ,4116,"001-LEC
Regular","Mo 1:30PM - 2:30PM
Fr 3:30PM - 4:30PM
Fr 11:30AM - 12:30PM","MILLER RM105
DUPUIS RM215
MILLER RM105","Braun,Alexander
Braun,Alexander
Braun,Alexander",36
 GEOL 319 - Applied Geophysics ,4073,"001-LEC
Regular","Mo 1:30PM - 2:30PM
Fr 3:30PM - 4:30PM
Fr 11:30AM - 12:30PM","MILLER RM105
DUPUIS RM215
MILLER RM105","Braun,Alexander
Braun,Alexander
Braun,Alexander",36
 GPHY 403 - Honours Seminar in Human Geography III ,2845,"001-SEM
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","MACINTOSH-CORRY RM D211
MACINTOSH-CORRY RM D211","Letourneau,Marcus Reginald
Letourneau,Marcus Reginald",16
 HIST 121B - Intellectual Origins of the Contemporary West ,2773,"002-SEM
Regular",Fr 11:30AM - 1:00PM,JEFFERY RM102,"Kelly,Connor",27
 HIST 122B - Making of the Modern World ,2761,"008-SEM
Regular",Fr 11:30AM - 1:00PM,ELLIS RM218,"Schrama,Grant",32
 HIST 124B - Canada in the World ,2765,"003-SEM
Regular",Fr 11:30AM - 1:00PM,HUMPHREY RM131,"Dougherty,Sarah Elizabeth",30
 HIST 250B - The Middle Ages ,2790,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","HUMPHREY AUD
HUMPHREY AUD","Agresta,Abigail
Agresta,Abigail",111
 HIST 458B - The Social History of Modern Canada ,2797,"001-SEM
Regular",Fr 11:30AM - 2:30PM,KINGSTON RM210,"Hardwick,Martina",17
 HIST 809 - Imperial and Postcolonial History ,5953,"001-SEM
Regular",Fr 11:30AM - 2:30PM,JOHN WATSON RM401,"Pande,Ishita",14
 HLTH 252 - Introduction to Research Methods ,4143,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","DUNNING AUD
DUNNING AUD","Gurd,Brendon
Gurd,Brendon",269
 JAPN 100B - Introductory Japanese I ,4267,"002-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","KINGSTON RM108
KINGSTON RM108
KINGSTON RM108","Takeuchi-Aoki,Keiko
Takeuchi-Aoki,Keiko
Takeuchi-Aoki,Keiko",35
 KNPE 365 - Physical Activity and Health Behaviour Counseling ,4187,"004-LAB
Regular",Fr 11:30AM - 1:30PM,KINES & HLTH RM106,Staff,18
 KNPE 450 - Ergonomics ,4197,"004-LAB
Regular","Fr 11:30AM - 1:30PM
Fr 11:30AM - 1:30PM","BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313B","Bryant,Timothy J,
Davies,Theresa Claire
Bryant,Timothy J,
Davies,Theresa Claire",31
 LAW 135B - Introduction to Legal Skills ,1557,"002-TUT
Law",Fr 11:30AM - 1:00PM,MACDONALD RM211,"Bracci,Christa Maria",26
 LAW 135B - Introduction to Legal Skills ,1558,"003-TUT
Law",Fr 11:30AM - 1:00PM,MACDONALD RM3,"Haak,Debra Marie",25
 LAW 135B - Introduction to Legal Skills ,1559,"004-TUT
Law",Fr 11:30AM - 1:00PM,MACDONALD RM201,"Choquette,Hugo Yvon Denis",29
 LAW 135B - Introduction to Legal Skills ,1560,"005-TUT
Law",Fr 11:30AM - 1:00PM,MACDONALD RM400,"Maur,Mary Jo",26
 LAW 165B - Contracts ,1740,"001-SEM
Law","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","MACDONALD RM400
MACDONALD RM300","Pratt,Michael G
Pratt,Michael G",27
 LAW 259 - Advanced Sexual Assault Law Seminar ,6299,"001-SEM
Law","Fr 11:30AM - 2:30PM
Fr 11:30AM - 2:30PM
Fr 11:30AM - 12:30PM
Fr 11:30AM - 2:30PM","MACDONALD RM202
MACDONALD RM202
MACDONALD RM202
MACDONALD RM202","Perlin,Michael Alexander Peppin,
Repka,Sarah R B
Perlin,Michael Alexander Peppin,
Repka,Sarah R B
Perlin,Michael Alexander Peppin,
Repka,Sarah R B
Perlin,Michael Alexander Peppin,
Repka,Sarah R B",19
