class,number,section,time,room,prof,enrollment
 CHEM 413 - Computational Chemistry ,2742,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J",7
 CHEM 834 - Molec Orbitals & Structures ,5745,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J",7
 CISC 260 - Programming Paradigms ,3492,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","WALTER LIGHT RM205
WALTER LIGHT RM205
WALTER LIGHT RM205","Lamb,Margaret
Lamb,Margaret
Lamb,Margaret",124
 CISC 260 - Programming Paradigms ,6233,"002-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","STIRLING RM B
STIRLING RM B
CHERNOFF RM117","Dingel,Juergen U
Dingel,Juergen U
Dingel,Juergen U",100
 CIVL 443 - Geoenvironmental Design ,1836,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
We 8:30AM - 9:30AM","ELLIS RM324
ELLIS RM324
ELLIS RM327","Rowe,R. Kerry
Rowe,R. Kerry
Rowe,R. Kerry",45
 CLST 129B - Introduction to Archaeology ,1788,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","KINES & HLTH RM100
KINES & HLTH RM100
KINES & HLTH RM100","Reeves,M. Barbara
Reeves,M. Barbara
Reeves,M. Barbara",107
 CLST 351 - Digital Photogrammetry ,5604,"002-LAB
Regular",We 8:30AM - 11:30AM,MACINTOSH-CORRY RM E223,"Bevan,George",17
 CMPE 212 - Introduction to Computing Science II ,4256,"004-LAB
Regular",We 8:30AM - 10:30AM,JEFFERY RM155,"McLeod,Alan D",57
 CMPE 212 - Introduction to Computing Science II ,6144,"007-LAB
Regular",We 8:30AM - 10:30AM,JEFFERY RM157,"Farahat,Hesham",37
 COMM 131 - Introduction To Marketing ,3620,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM141
GOODES RM141","Rath,Suzanne
Rath,Suzanne",82
 COMM 132 - Marketing II ,3737,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM151
GOODES RM151","Ashworth,Laurence T A
Ashworth,Laurence T A",83
 COMM 173 - Introduction to International Business ,3714,"002-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM118
GOODES RM118","Reid,Douglas A,
Rogers,Keith W
Reid,Douglas A,
Rogers,Keith W",83
 COMM 221 - Introduction To Finance ,3742,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM108
GOODES RM108","Essaddam,Naceur
Essaddam,Naceur",76
 COMM 313 - Financial Accounting II ,3644,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM 103
GOODES RM 103","Boland,George
Boland,George",17
 COMM 332 - Marketing Research ,4699,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM304
GOODES RM304","Eid,Joyce
Eid,Joyce",48
 COMM 341 - Intro To Prod & Oper Mgmt ,3652,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM 101
GOODES RM 101","Staff
Staff",53
 COMM 401 - Business and Corporate Strategy ,3659,"003-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM102
GOODES RM102","Packalen,Kelley
Packalen,Kelley",58
 COMM 621 - Introduction To Finance ,3748,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","GOODES RM108
GOODES RM108","Essaddam,Naceur
Essaddam,Naceur",76
 CURR 370B - Mathematics Teaching and Learning: Curriculum and Practice ,2430,"001-LEC
Education","We 8:30AM - 10:30AM
We 8:30AM - 10:30AM
Fr 10:50AM - 12:50PM
Fr 10:50AM - 12:50PM","DUNCAN MCARTHUR RM A339
DUNCAN MCARTHUR RM A339
DUNCAN MCARTHUR RM A339
DUNCAN MCARTHUR RM A339","Pyper,Jamie
Pyper,Jamie
Pyper,Jamie
Pyper,Jamie",46
 DRAM 237 - Elementary Acting I - The Actor's Instrument ,2382,"001-SEM
Regular",We 8:30AM - 10:00AM,THEOLOGICAL ROT,"Wanless,Gregory",38
 ECON 110B - Principles of Economics ,1945,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Cromb,Ian James
Cromb,Ian James
Cromb,Ian James",262
 ECON 110B - Principles of Economics ,1961,"003-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","CHERNOFF AUD
CHERNOFF AUD","Barber,Michael Fredrick
Barber,Michael Fredrick",211
 ECON 212 - Microeconomic Theory I ,1948,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","DUNNING RM14
DUNNING RM14","Stewart,Arthur E
Stewart,Arthur E",70
 ECON 452 - Applied Econometrics ,1958,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","ELLIS RM319
ELLIS RM319","Ferrall,Christopher
Ferrall,Christopher",35
 ECON 851 - Econometrics II ,5785,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","JEFFERY RM116
JEFFERY RM116","Nielsen,Morten Engelbrecht
Nielsen,Morten Engelbrecht",15
 ELEC 252 - Electronics I ,3595,"005-LAB
Regular","We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM","BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314","Freundorfer,Alois Peter
Freundorfer,Alois Peter
Freundorfer,Alois Peter
Freundorfer,Alois Peter
Freundorfer,Alois Peter
Freundorfer,Alois Peter",54
 ELEC 299 - Mechatronics Project ,3574,"001-LAB
Regular","We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM","BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314
BEAMISH-MUNRO RM314","Li,Hao
Li,Hao
Li,Hao
Li,Hao
Li,Hao
Li,Hao
Li,Hao",59
 ELEC 324 - Discrete-Time Signals and Systems ,3563,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","BIOSCI RM1103
BIOSCI RM1103
BIOSCI RM1103","Blostein,Steven D
Blostein,Steven D
Blostein,Steven D",68
 ELEC 448 - Introduction To Robotics ,4989,"003-LAB
Regular",We 8:30AM - 11:30AM,BEAMISH-MUNRO RM326,"Iqbal,Umar",14
 ENCH 222 - Meth Struct Determination ,2722,"003-TUT
Regular",We 8:30AM - 10:00AM,CHERNOFF RM211,Staff,53
 ENCH 413 - Computational Chemistry ,2752,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J
Cann,Natalie,
Mosey,Nicholas J",7
 ENGL 217 - Postcolonial Literatures ,2014,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Kastner,Sarah Jane
Kastner,Sarah Jane",38
 ENGL 356B - British Fiction of the 19th Century ,2027,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","MACDONALD RM4
MACDONALD RM4","Cameron,Sally Brooke
Cameron,Sally Brooke",55
 ENGL 411 - Topics in Medieval Literature I ,2030,"001-SEM
Regular",We 8:30AM - 11:30AM,MACINTOSH-CORRY RM C420,"Wehlau,Ruth C",14
 ENGL 456 - Group II: Special Topics I ,2035,"001-SEM
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","ONTARIO RM207
ONTARIO RM207","Morrison,Robert J H
Morrison,Robert J H",25
 ENGL 825 - Topics in Medieval Literature II ,2046,"001-SEM
Regular",We 8:30AM - 11:30AM,MACINTOSH-CORRY RM C420,"Wehlau,Ruth C",14
" ENSC 315 - Global Food Security, Agriculture, and Environment ",2053,"001-LEC
Regular",We 8:30AM - 11:30AM,DUNNING RM11,"Belyea,Susan Elizabeth",67
 ESLA 120 - Elementary ,6348,"001-LEC
Regular","MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeTh 8:00AM - 4:30PM
MoTuWeThFr 8:00AM - 4:30PM
MoTuWeThFr 8:00AM - 4:30PM
Fr 8:00AM - 11:30AM
Fr 8:00AM - 11:30AM
Fr 8:00AM - 11:30AM
Fr 8:00AM - 11:30AM
Fr 8:30AM - 11:30AM
Fr 8:00AM - 11:30AM
Fr 8:00AM - 11:30AM
Mo 8:30AM - 4:30PM
Mo 8:30AM - 4:30PM
WeTh 8:30AM - 4:30PM
MoTu 8:30AM - 11:30AM
We 8:30AM - 11:30AM
We 8:30AM - 11:30AM
Fr 8:30AM - 11:30AM
Fr 8:30AM - 11:30AM
MoTuWeThFr 8:30AM - 4:30PM
MoTuWeThFr 8:30AM - 4:30PM
Su 8:30AM - 4:30PM
MoTuWeThFr 8:30AM - 4:30PM
MoTuWeThFrSaSu 12:00AM - 11:59PM","DUNCAN MCARTHUR RM A207N
DUNCAN MCARTHUR RM A207S
DUNCAN MCARTHUR RM A211N
DUNCAN MCARTHUR RM A211S
DUNCAN MCARTHUR  RM A313N
DUNCAN MCARTHUR RM A313S
DUNCAN MCARTHUR RM A317N
DUNCAN MCARTHUR ROOM A317S
DUNCAN MCARTHUR RM A207N
DUNCAN MCARTHUR RM A207S
DUNCAN MCARTHUR RM A211N
DUNCAN MCARTHUR RM A211S
DUNCAN MCARTHUR  RM A313N
DUNCAN MCARTHUR RM A313S
DUNCAN MCARTHUR RM A343
DUNCAN MCARTHUR RM A301N
DUNCAN MCARTHUR RM A301S
DUNCAN MCARTHUR RM A343
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B180
DUNCAN MCARTHUR RM B219
DUNCAN MCARTHUR RM A301N
DUNCAN MCARTHUR RM A301S
DUNCAN MCARTHUR RM342A
DUNCAN MCARTHUR RM342B
DUNCAN MCARTHUR  RM A313N
DUNCAN MCARTHUR RM A313S
DUNCAN MCARTHUR RM A339","Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff
Staff",2
 FILM 345 - Television: Structure and Function ,5576,"001-LEC
Regular","We 8:30AM - 11:30AM
We 8:30AM - 11:30AM","IBCPA RM329
IBCPA RM222","Smith,Michelle
Smith,Michelle",54
 FREN 150B - Français intermédiaire ,2511,"008-TUT
Regular",We 8:30AM - 9:30AM,MACINTOSH-CORRY RM E229,Staff,9
 FREN 150B - Français intermédiaire ,2512,"009-TUT
Regular",We 8:30AM - 9:30AM,TBA,Staff,13
 FREN 330 - Rédaction et style I ,2556,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","ELLIS RM333
WALTER LIGHT RM210","Fiore,Francesca
Fiore,Francesca",41
 GEOE 238 - Surficial Proc Sed & Strat ,4131,"004-LAB
Regular",We 8:30AM - 10:30AM,MILLER RM409,"Narbonne,Guy M",21
 GEOE 362 - Resource Engineering ,5049,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MILLER RM105
MILLER RM105
MILLER RM105","Olivo,Gema Ribeiro
Olivo,Gema Ribeiro
Olivo,Gema Ribeiro",48
" GEOL 238 - Surficial Processes, Sedimentation and Stratigraphy ",4085,"004-LAB
Regular",We 8:30AM - 10:30AM,MILLER RM409,"Narbonne,Guy M",21
 GEOL 342 - Special Topics in Geology ,4089,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MILLER RM210
MILLER RM210
MILLER RM210","Dececchi,Thomas
Dececchi,Thomas
Dececchi,Thomas",15
 GEOL 362 - Petrology Applied to Ore Deposit ,5066,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MILLER RM105
MILLER RM105
MILLER RM105","Olivo,Gema Ribeiro
Olivo,Gema Ribeiro
Olivo,Gema Ribeiro",48
 GPHY 311 - Biogeochemical Processes ,2915,"002-PRA
Regular",We 8:30AM - 9:30AM,MACINTOSH-CORRY RM E230,"Lafreniere,Melissa J",13
 GPHY 819 - Modelling The Earth System ,6041,"001-LEC
Regular",We 8:30AM - 11:30AM,TBA,"Scott,Neal A",5
 GRMN 102 - Beginner's German II ,4237,"002-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","KINGSTON RM208
KINGSTON RM208","Pugh,David V
Pugh,David V",19
 HIST 891 - Topics in Early Modern Europe II ,5948,"001-SEM
Regular",We 8:30AM - 11:30AM,JOHN WATSON RM207,"Jainchill,Andrew",11
 ITLN 112 - Beginning Italian II ,4264,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","KINGSTON RM108
KINGSTON RM108","Bachmann,Brigitte Eleonore
Bachmann,Brigitte Eleonore",34
 ITLN 205 - Italiano avanzato ,4265,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","KINGSTON RM304
KINGSTON RM304","Zaccagnino,Cristiana
Zaccagnino,Cristiana",6
 KHS 859 - Biomechanics Of Human Movement ,5684,"001-LEC
Regular",We 8:30AM - 11:30AM,TBA,"Costigan,Patrick A",2
 KNPE 167 - Socio-Cult Dimensions of Sport and Physical Activity ,4172,"003-TUT
Regular",We 8:30AM - 9:30AM,KINES & HLTH RM106,Staff,29
 KNPE 167 - Socio-Cult Dimensions of Sport and Physical Activity ,4225,"007-TUT
Regular",We 8:30AM - 9:30AM,KINES & HLTH RM107,Staff,30
 KNPE 327 - Exercise Physiology Laboratory ,4208,"003-LAB
Regular","We 8:30AM - 11:30AM
We 8:30AM - 11:30AM","KINES & HLTH RM202
KINES & HLTH RM203","Staff
Staff",16
 LING 340 - Syntax ,4274,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","KINGSTON RM308
KINGSTON RM308","Reinholtz,Charlotte
Reinholtz,Charlotte",26
 MATH 121B - Differential and Integral Calculus ,4381,"019-LDI
Regular",We 8:30AM - 9:30AM,DUNCAN MCARTHUR RM B101,"Ableson,Alan",285
 MATH 124 - Differential and Integral Calculus II ,4387,"019-LDI
Regular",We 8:30AM - 9:30AM,DUNCAN MCARTHUR RM B101,"Ableson,Alan",285
 MATH 328 - Real Analysis ,4342,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM115
JEFFERY RM115
JEFFERY RM115","Bogoyavlenskij,Oleg I
Bogoyavlenskij,Oleg I
Bogoyavlenskij,Oleg I",14
 MATH 387 - Elementary Geometry - an Advanced Perspective ,5136,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","JEFFERY RM110
JEFFERY RM110
JEFFERY RM110","Dimitrov,Ivan K
Dimitrov,Ivan K
Dimitrov,Ivan K",18
 MECH 371 - Fracture Mech & Dislocation ,4458,"001-LEC
Regular","Mo 9:30AM - 10:30AM
Th 10:30AM - 11:30AM
We 8:30AM - 9:30AM","ELLIS RM327
ELLIS RM327
DUNNING RM12","Krstic,Vladimir
Krstic,Vladimir
Krstic,Vladimir",74
 MECH 470 - Deformation Processing ,4508,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","NICOL RM321
NICOL RM321
NICOL RM321","Pilkey,Keith
Pilkey,Keith
Pilkey,Keith",14
" MGMT 822 - Corporate Finance, Theory and Empirics ",6000,"001-SEM
Regular",We 8:30AM - 11:30AM,TBA,"Dudley,Evan",1
" MGMT 922 - Corporate Finance, Theory and Empirics ",6010,"001-SEM
Regular",We 8:30AM - 11:30AM,TBA,"Dudley,Evan",1
 MICR 320 - Microbial Pathogenesis ,1087,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","MCLAUGHLIN RM306
MCLAUGHLIN RM306
MCLAUGHLIN RM306","Martin,Nancy L,
Raptis,Leda Helen
Martin,Nancy L,
Raptis,Leda Helen
Martin,Nancy L,
Raptis,Leda Helen",50
 MINE 324 - Hydraulics/Mining Applications ,5242,"001-LEC
Regular","Mo 9:30AM - 10:30AM
We 8:30AM - 9:30AM
Th 10:30AM - 11:30AM","GOODWIN RM254
GOODWIN RM254
GOODWIN RM254","De Souza,Euler Magno
De Souza,Euler Magno
De Souza,Euler Magno",29
 MPA 809 - Management In Public Sector ,6126,"002-LEC
Regular",We 8:30AM - 11:30AM,TBA,"Knutsen,Wenjue",37
 MTHE 367 - Engineering Data Analysis ,4410,"003-TUT
Regular",We 8:30AM - 9:30AM,JEFFERY RM127,Staff,104
 MUSC 477 - Special Topics in Music III ,6302,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","HARRISON-LECAINE RM120
HARRISON-LECAINE RM120","Brunette,Chantal
Brunette,Chantal",13
 NURS 405 - Prac In Comm Hlth Promotion ,4615,"002-SEM
Regular",We 8:30AM - 10:30AM,KINES & HLTH RM102,"Davis,Allyson",14
 NURS 405 - Prac In Comm Hlth Promotion ,4616,"003-SEM
Regular",We 8:30AM - 10:30AM,KINES & HLTH RM105,"Davis,Allyson",14
 NURS 405 - Prac In Comm Hlth Promotion ,4617,"004-SEM
Regular",We 8:30AM - 10:30AM,KINES & HLTH RM103,"Neumann-Fuhr,Denise",15
 OT 862 - Applied Community Development (CR6) ,5012,"002-FLD
Regular","Th 1:00PM - 4:30PM
Fr 8:30AM - 2:30PM
Mo 8:30AM - 4:30PM
TuWe 8:30AM - 4:30PM
Th 8:30AM - 4:30PM
Fr 8:30AM - 4:30PM","TBA
TBA
TBA
TBA
TBA
TBA","Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele",73
 OT 884 - Psychosocial Dimensions of Occupation II ,5437,"001-LEC
Regular","We 9:30AM - 11:30AM
We 8:30AM - 10:30AM","DUPUIS RM217
DUPUIS RM217","Staff
Staff",76
 PACT 237 - Practicum in Physical Activity for Children ,4134,"003-PRA
Regular",We 8:30AM - 12:00PM,TBA,Staff,20
 PHIL 250B - Epistemology and Metaphysics ,4627,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","CHERNOFF RM117
CHERNOFF RM117","Bakhurst,David
Bakhurst,David",121
 PHYS 117B - Introductory Physics ,4677,"005-LAB
Regular","We 8:30AM - 11:30AM
We 8:30AM - 11:30AM","STIRLING RM409
STIRLING RM410","Staff
Staff",72
 PHYS 212 - Waves and Vibrations ,4659,"002-TUT
Regular",We 8:30AM - 10:30AM,ELLIS RM333,"McLean,Alastair B",44
 POLS 110B - Introduction to Politics and Government ,4749,"019-TUT
Regular",We 8:30AM - 9:30AM,GOODWIN RM247,Staff,13
 POLS 110B - Introduction to Politics and Government ,4792,"022-TUT
Regular",We 8:30AM - 9:30AM,MACINTOSH-CORRY RM D122,Staff,7
 POLS 261 - International Politics ,5163,"004-TUT
Regular",We 8:30AM - 9:30AM,MACINTOSH-CORRY RM D326,"von Hlatky,Stefanie",22
 POLS 262 - International Political Economy ,4787,"006-TUT
Regular",We 8:30AM - 9:30AM,MACINTOSH-CORRY RM C508,Staff,22
 POLS 264 - World Politics in Historical Perspective ,5185,"011-TUT
Regular",We 8:30AM - 9:30AM,MACINTOSH-CORRY RM D405,Staff,0
 POLS 348 - Middle East Politics ,4797,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","JOHN WATSON RM217
JOHN WATSON RM217","Haklai,Oded
Haklai,Oded",60
 POLS 415 - Canadian Federalism ,4805,"001-SEM
Regular",We 8:30AM - 11:30AM,JOHN WATSON RM122,"Abray-Nyman,Timothy",22
 PROF 110B - Self as Teacher ,2559,"100-LEC
Education","We 8:30AM - 10:30AM
We 8:30AM - 10:30AM","DUNCAN MCARTHUR RM A241
DUNCAN MCARTHUR RM A242","Ogden,Holly Christine
Ogden,Holly Christine",78
 PSYC 100B - Principles of Psychology ,3400,"023-LAB
Regular",We 8:30AM - 9:30AM,HUMPHREY RM131,Staff,29
 PSYC 100B - Principles of Psychology ,3429,"052-LAB
Regular",We 8:30AM - 9:30AM,HUMPHREY RM132,Staff,21
 PSYC 302 - Advanced Research Methods ,3444,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","BIOSCI RM1102
BIOSCI RM1102","Hollenstein,Thomas Patrick
Hollenstein,Thomas Patrick",80
 PSYC 435 - Advanced Topics in Abnormal Psychology ,5575,"001-SEM
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","BOTTER RM B129
BOTTER RM B129","Bowie,Christopher R
Bowie,Christopher R",26
 PSYC 987 - Behavioural Neuroscience I ,6101,"001-LEC
Regular",We 8:30AM - 10:30AM,HUMPHREY RM223,"Munhall,Kevin G",4
 PT 855 - Cardiorespiratory Function I ,5019,"002-LAB
Regular",We 8:30AM - 12:30PM,ACTON RM21,"Hopkins-Rosseel,Diana",71
 PT 857 - Cardiorespiratory Function II ,5037,"001-LEC
Regular","Mo 2:30PM - 4:30PM
TuWe 8:30AM - 10:30AM","BOTTER RM B147
BOTTER RM B147","Hopkins-Rosseel,Diana,
King-Van Vlack,Cheryl Elizabeth
Hopkins-Rosseel,Diana,
King-Van Vlack,Cheryl Elizabeth",70
 RELS 311 - Jesus: The Continuing Historical Quest ,1033,"001-LEC
Regular",We 8:30AM - 11:30AM,MACINTOSH-CORRY RM D214,"Callon,Callie",38
 RELS 811 - Jesus: Continuing Hist Quest ,5648,"001-LEC
Regular",We 8:30AM - 11:30AM,MACINTOSH-CORRY RM D214,"Callon,Callie",38
 SOCY 227 - Theorizing Contemporary Society ,1189,"006-TUT
Regular",We 8:30AM - 9:30AM,BIOSCI RM2111,Staff,14
 SOCY 235 - Race and Racialization ,1245,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","STIRLING RM C
STIRLING RM C","Matsunaga,Jennifer
Matsunaga,Jennifer",118
 SOCY 300 - Sociology of Cities ,1249,"001-LEC
Regular","Mo 10:00AM - 11:30AM
We 8:30AM - 10:00AM","DUPUIS RM215
DUPUIS RM215","Murakami Wood,David
Murakami Wood,David",56
 SOCY 425 - Selected Topics In Sociology I ,1220,"001-SEM
Regular",We 8:30AM - 11:30AM,ELLIS RM218,"Levine-Rasky,Cynthia B",12
 ENSC 802 - Global Environmental Problems ,5835,"001-SEM
Regular",We 9:00AM - 12:00PM,DUNNING RM10,"Hird,Myra J,
Winn,Louise M",12
 APSC 112 - Electricity And Magnetism ,3895,"213-TUT
Regular","We 9:30AM - 10:30AM
We 9:30AM - 10:30AM","BOTTER RM B148
MACINTOSH-CORRY RM D122","Staff
Staff",53
 APSC 112 - Electricity And Magnetism ,3896,"214-TUT
Regular","We 9:30AM - 10:30AM
We 9:30AM - 10:30AM","BOTTER RM B148
MACINTOSH-CORRY RM D122","Staff
Staff",53
 APSC 112 - Electricity And Magnetism ,3897,"215-TUT
Regular","We 9:30AM - 10:30AM
We 9:30AM - 10:30AM","BOTTER RM B148
MACINTOSH-CORRY RM D122","Staff
Staff",53
 APSC 171 - Calculus I ,5403,"901-TUT
6 wk Win","We 9:30AM - 10:30AM
We 8:30AM - 9:30AM","JEFFERY RM127
JEFFERY RM126","Pond,Geoffrey
Pond,Geoffrey",55
 APSC 172 - Calculus II ,5409,"901-TUT
12 wk Win","We 9:30AM - 10:30AM
We 9:30AM - 10:30AM","JEFFERY RM127
JEFFERY RM127","Bolkhari,Hadiseh
Bolkhari,Hadiseh",59
 APSC 200 - Engineering Design & Practice II ,3791,"202-STD
Regular","We 9:30AM - 11:30AM
Fr 8:30AM - 10:30AM
We 9:30AM - 11:30AM
Fr 8:30AM - 10:30AM","BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313B
BEAMISH-MUNRO RM313B","Diederichs,Mark Stephen,
Sneep,Jan
Diederichs,Mark Stephen,
Sneep,Jan
Diederichs,Mark Stephen,
Sneep,Jan
Diederichs,Mark Stephen,
Sneep,Jan",25
 ARTC 801B - Conservation Priniciples ,6164,"001-SEM
Regular",We 9:30AM - 10:30AM,ONTARIO RM206,Staff,11
 BIOL 103 - Introductory Biology of Organisms ,1287,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101
DUNCAN MCARTHUR RM B101","Chippindale,Adam,
Walker,Virginia Katrina
Chippindale,Adam,
Walker,Virginia Katrina
Chippindale,Adam,
Walker,Virginia Katrina",544
 BIOL 202 - Diversity of Life II ,1297,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","DUNNING AUD
DUNNING AUD
DUNNING AUD","Nelson,William,
Ratcliffe,Laurene M
Nelson,William,
Ratcliffe,Laurene M
Nelson,William,
Ratcliffe,Laurene M",308
 BIOL 422 - Conservation Biology ,1767,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","ELLIS RM324
ELLIS RM324
ELLIS RM324","Friesen,Victoria L
Friesen,Victoria L
Friesen,Victoria L",74
 BIOL 442 - Evolutionary Medicine ,1396,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM","NICOL RM321
NICOL RM321","Bonier,Frances
Bonier,Frances",47
 CHEE 331 - Design of Unit Operations ,2286,"002-TUT
Regular",We 9:30AM - 10:30AM,ELLIS RM321,"Docoslis,Aristides,
Kontopoulou,Marianna",57
